ts,value
19 Apr 2023 07:00:00,29.5
19 Apr 2023 08:00:00,30.5
19 Apr 2023 09:00:00,30.75
19 Apr 2023 10:00:00,31.88
19 Apr 2023 11:00:00,33
19 Apr 2023 12:00:00,33.75
19 Apr 2023 13:00:00,34.38
19 Apr 2023 14:00:00,34.31
19 Apr 2023 15:00:00,34.19
19 Apr 2023 16:00:00,33.38
19 Apr 2023 17:00:00,31.94
19 Apr 2023 18:00:00,31.44
19 Apr 2023 19:00:00,31
19 Apr 2023 20:00:00,30.69
19 Apr 2023 21:00:00,30.5
19 Apr 2023 22:00:00,30.31
19 Apr 2023 23:00:00,30.19
20 Apr 2023 00:00:00,30.06
20 Apr 2023 01:00:00,30
20 Apr 2023 02:00:00,29.88
20 Apr 2023 03:00:00,29.75
20 Apr 2023 04:00:00,29.62
20 Apr 2023 05:00:00,29.44
20 Apr 2023 06:00:00,29.31
20 Apr 2023 07:00:00,29.81
20 Apr 2023 08:00:00,30
20 Apr 2023 09:00:00,30.44
20 Apr 2023 10:00:00,31.31
20 Apr 2023 11:00:00,32.06
20 Apr 2023 12:00:00,32.44
20 Apr 2023 13:00:00,33.31
20 Apr 2023 14:00:00,33
20 Apr 2023 15:00:00,32.56
20 Apr 2023 16:00:00,31.81
20 Apr 2023 17:00:00,31.25
20 Apr 2023 18:00:00,30.81
20 Apr 2023 19:00:00,30.5
20 Apr 2023 20:00:00,30.38
20 Apr 2023 21:00:00,30.19
20 Apr 2023 22:00:00,30
20 Apr 2023 23:00:00,29.88
21 Apr 2023 00:00:00,29.75
21 Apr 2023 01:00:00,29.56
21 Apr 2023 02:00:00,29.44
21 Apr 2023 03:00:00,29.25
21 Apr 2023 04:00:00,29.12
21 Apr 2023 05:00:00,29
21 Apr 2023 06:00:00,28.88
21 Apr 2023 07:00:00,29.19
21 Apr 2023 08:00:00,29.56
21 Apr 2023 09:00:00,30.62
21 Apr 2023 10:00:00,31.75
21 Apr 2023 11:00:00,32
21 Apr 2023 12:00:00,31.19
21 Apr 2023 13:00:00,31.25
21 Apr 2023 14:00:00,31.38
21 Apr 2023 15:00:00,31.69
21 Apr 2023 16:00:00,31.56
21 Apr 2023 17:00:00,30.62
21 Apr 2023 18:00:00,30.38
21 Apr 2023 19:00:00,30.19
21 Apr 2023 20:00:00,30.06
21 Apr 2023 21:00:00,29.88
21 Apr 2023 22:00:00,29.75
21 Apr 2023 23:00:00,29.56
22 Apr 2023 00:00:00,29.44
22 Apr 2023 01:00:00,29.31
22 Apr 2023 02:00:00,29.12
22 Apr 2023 03:00:00,29
22 Apr 2023 04:00:00,28.88
22 Apr 2023 05:00:00,28.69
22 Apr 2023 06:00:00,28.56
22 Apr 2023 07:00:00,28.56
22 Apr 2023 08:00:00,28.62
22 Apr 2023 09:00:00,29.69
22 Apr 2023 10:00:00,30.38
22 Apr 2023 11:00:00,31.5
22 Apr 2023 12:00:00,32.25
22 Apr 2023 13:00:00,33.25
22 Apr 2023 14:00:00,33.38
22 Apr 2023 15:00:00,32.88
22 Apr 2023 16:00:00,32.12
22 Apr 2023 17:00:00,31.25
22 Apr 2023 18:00:00,30.69
22 Apr 2023 19:00:00,30.31
22 Apr 2023 20:00:00,30.06
22 Apr 2023 21:00:00,29.81
22 Apr 2023 22:00:00,29.62
22 Apr 2023 23:00:00,29.44
23 Apr 2023 00:00:00,29.31
23 Apr 2023 01:00:00,29.12
23 Apr 2023 02:00:00,28.94
23 Apr 2023 03:00:00,28.81
23 Apr 2023 04:00:00,28.69
23 Apr 2023 05:00:00,28.56
23 Apr 2023 06:00:00,28.5
23 Apr 2023 07:00:00,28.69
23 Apr 2023 08:00:00,29
23 Apr 2023 09:00:00,30.06
23 Apr 2023 10:00:00,31.31
23 Apr 2023 11:00:00,32.25
23 Apr 2023 12:00:00,33.06
23 Apr 2023 13:00:00,33.06
23 Apr 2023 14:00:00,32.88
23 Apr 2023 15:00:00,32.62
23 Apr 2023 16:00:00,32.06
23 Apr 2023 17:00:00,31.31
23 Apr 2023 18:00:00,30.62
23 Apr 2023 19:00:00,30.12
23 Apr 2023 20:00:00,29.81
23 Apr 2023 21:00:00,29.5
23 Apr 2023 22:00:00,29.31
23 Apr 2023 23:00:00,29.25
24 Apr 2023 00:00:00,29.12
24 Apr 2023 01:00:00,28.94
24 Apr 2023 02:00:00,28.81
24 Apr 2023 03:00:00,28.69
24 Apr 2023 04:00:00,28.56
24 Apr 2023 05:00:00,28.5
24 Apr 2023 06:00:00,28.38
24 Apr 2023 07:00:00,28.62
24 Apr 2023 08:00:00,28.88
24 Apr 2023 09:00:00,28.88
24 Apr 2023 10:00:00,29.69
24 Apr 2023 11:00:00,30.75
24 Apr 2023 12:00:00,32.25
24 Apr 2023 13:00:00,32.62
24 Apr 2023 14:00:00,32.5
24 Apr 2023 15:00:00,32.25
24 Apr 2023 16:00:00,31.44
24 Apr 2023 17:00:00,30.75
24 Apr 2023 18:00:00,30.25
24 Apr 2023 19:00:00,30
24 Apr 2023 20:00:00,29.75
24 Apr 2023 21:00:00,29.56
24 Apr 2023 22:00:00,29.38
24 Apr 2023 23:00:00,29.25
25 Apr 2023 00:00:00,29.12
25 Apr 2023 01:00:00,29
25 Apr 2023 02:00:00,28.88
25 Apr 2023 03:00:00,28.75
25 Apr 2023 04:00:00,28.69
25 Apr 2023 05:00:00,28.56
25 Apr 2023 06:00:00,28.44
25 Apr 2023 07:00:00,28.5
25 Apr 2023 08:00:00,28.94
25 Apr 2023 09:00:00,29.88
25 Apr 2023 10:00:00,31.19
25 Apr 2023 11:00:00,32.06
25 Apr 2023 12:00:00,33.19
25 Apr 2023 13:00:00,33.62
25 Apr 2023 14:00:00,33.19
25 Apr 2023 15:00:00,32.94
25 Apr 2023 16:00:00,31.88
25 Apr 2023 17:00:00,31.19
25 Apr 2023 18:00:00,30.75
25 Apr 2023 19:00:00,30.38
25 Apr 2023 20:00:00,30.12
25 Apr 2023 21:00:00,29.88
25 Apr 2023 22:00:00,29.75
25 Apr 2023 23:00:00,29.62
26 Apr 2023 00:00:00,29.5
26 Apr 2023 01:00:00,29.44
26 Apr 2023 02:00:00,29
26 Apr 2023 03:00:00,28.75
26 Apr 2023 04:00:00,28.62
